Record_ID,Record_Date,Academic_Year,School,School_Type,City,Student_ID,Student_First_Name,Student_Last_Name,Student_Full_Name,Age,Grade_Level,Department,Teacher,Grade_Score,Grade_Category,Presence_Rate_Pct,Absence_Days,Late_Arrivals,Students_Per_Computer,Classroom_Size,Library_Books,Lab_Equipment_Score,Internet_Quality,Playground_Quality,Budget_Per_Student,Teaching_Materials_Budget,Infrastructure_Budget,Extra_Curricular_Budget,Student_Teacher_Ratio,Graduation_Rate_Pct,University_Admission_Rate_Pct,Parent_Satisfaction_Score,Student_Satisfaction_Score,Participates_Sports,Participates_Arts,Participates_Clubs
EDU000087,2025-04-03,2026-2027,Lycée Montesquieu,Privé,Marseille,STU28242,Arthur,Bertrand,Arthur Bertrand,16,1ère,Langues,Hugo Simon,15.0,Très bien (B),94.7,2,14,5,35,14133,74,Mauvais,Excellent,2272,40186,32277,5583,25.4,91,82,82,60,Oui,Non,Non
EDU000088,2021-10-09,2020-2021,Lycée Nelson Mandela,Privé,Toulouse,STU76935,Camille,Durand,Camille Durand,17,1ère,Philosophie,Raphael Francois,14.3,Très bien (B),84.4,14,4,3,20,16819,46,Moyen,Mauvais,1151,12606,47139,13414,16.2,84,53,93,80,Non,Non,Oui
EDU000089,2025-09-28,2025-2026,Lycée Alexandre Dumas,Public,Leeds,STU49356,Clara,Dubois,Clara Dubois,12,6ème,Français,Michel Dupont,16.5,Excellent (A),91.2,5,7,5,25,19084,50,Moyen,Mauvais,2692,20194,116180,8044,13.7,91,67,85,51,Oui,Non,Non
EDU000090,2023-01-28,2025-2026,Lycée Nelson Mandela,Privé,Paris,STU18200,Julie,Leroy,Julie Leroy,14,2nde,Économie,Alice Bonnet,9.9,Insuffisant (E),83.1,14,3,3,35,18292,80,Moyen,Mauvais,2407,43469,39945,13400,17.0,84,79,71,69,Oui,Oui,Non
EDU000091,2021-12-24,2022-2023,Lycée Jean Jaurès,Privé,Montpellier,STU28528,Thomas,Laurent,Thomas Laurent,15,2nde,Arts,Zoe Legrand,10.3,Moyen (D),79.6,20,5,5,25,17044,58,Bon,Bon,2088,34556,24053,13764,29.0,85,48,72,74,Non,Non,Non
EDU000092,2025-08-24,2026-2027,Lycée Nelson Mandela,Privé,Birmingham,STU20835,Gabriel,Richard,Gabriel Richard,14,2nde,Économie,Clara Moreau,10.9,Moyen (D),81.9,17,9,2,34,19535,87,Mauvais,Excellent,1267,22556,106170,19761,26.5,71,68,94,63,Non,Oui,Oui
EDU000093,2025-09-17,2020-2021,Lycée Simone de Beauvoir,Public,Sheffield,STU21401,Camille,Laurent,Camille Laurent,13,3ème,Économie,Clara Moreau,10.1,Moyen (D),93.4,11,13,2,39,5562,90,Bon,Bon,1043,42360,101964,19441,15.6,87,50,80,68,Non,Non,Oui
EDU000094,2025-04-13,2026-2027,Lycée Marie Curie,Public,Glasgow,STU46349,David,Bernard,David Bernard,18,Terminale,Histoire-Géographie,Felix Vincent,16.2,Excellent (A),92.8,7,12,4,24,19921,80,Moyen,Mauvais,2336,34621,29796,5050,18.1,93,67,83,79,Non,Non,Oui
EDU000095,2025-10-22,2025-2026,Lycée Montesquieu,Privé,Marseille,STU56952,Zoe,Andre,Zoe Andre,16,Terminale,Économie,Alice Bonnet,12.9,Bien (C),95.6,15,8,3,29,12067,75,Bon,Mauvais,2207,49731,22690,3505,12.0,95,79,61,57,Oui,Non,Non
EDU000096,2022-02-23,2021-2022,Lycée Victor Hugo,Public,Houston,STU49566,Rose,Girard,Rose Girard,12,5ème,Français,Arthur Girard,11.6,Moyen (D),77.1,20,5,1,32,11010,86,Bon,Mauvais,1173,11237,10284,8993,19.5,74,77,74,83,Non,Oui,Oui
EDU000097,2022-01-07,2026-2027,Lycée Montesquieu,Privé,New York,STU27324,Adam,Garcia,Adam Garcia,13,3ème,Langues,Nicolas Martinez,8.9,Insuffisant (E),95.1,3,10,3,29,5493,64,Bon,Bon,1080,39767,12221,7377,18.8,93,53,69,76,Non,Oui,Oui
EDU000098,2022-01-18,2026-2027,Lycée Jean Jaurès,Privé,Nice,STU60335,Alice,Mercier,Alice Mercier,13,4ème,Informatique,Pierre Petit,10.5,Moyen (D),91.1,7,9,1,29,7732,73,Bon,Mauvais,2010,47347,24304,9842,19.9,73,55,91,90,Oui,Oui,Non
EDU000099,2025-05-21,2023-2024,Lycée Thomas Edison,Public,Nice,STU99514,Hugo,Vincent,Hugo Vincent,12,5ème,Économie,Jean Bernard,8.2,Insuffisant (E),76.7,8,6,1,21,14040,72,Moyen,Mauvais,2534,31363,31607,19582,20.8,74,57,65,69,Oui,Oui,Oui
EDU000100,2021-05-29,2023-2024,Lycée Voltaire,Privé,New York,STU67342,Antoine,Lefevre,Antoine Lefevre,15,1ère,Mathématiques,Clara Moreau,8.7,Insuffisant (E),90.2,9,5,1,20,5496,84,Excellent,Bon,2833,27721,147102,18948,25.7,93,56,70,73,Oui,Non,Oui
EDU000101,2025-06-25,2026-2027,Lycée Victor Hugo,Public,New York,STU18371,Camille,Roux,Camille Roux,14,4ème,Physique,Arthur Girard,8.7,Insuffisant (E),84.0,15,5,3,25,9359,89,Excellent,Excellent,1735,38346,10673,3443,27.2,70,55,62,80,Non,Non,Oui
EDU000102,2021-01-23,2026-2027,Lycée Marie Curie,Public,Cardiff,STU95944,Jules,Lambert,Jules Lambert,13,3ème,Informatique,Clara Moreau,12.2,Bien (C),93.0,8,2,5,31,4912,72,Excellent,Bon,1714,38801,22039,15137,11.4,84,58,79,70,Oui,Non,Oui
EDU000103,2024-01-28,2022-2023,Lycée Thomas Edison,Public,Strasbourg,STU41795,Felix,Morel,Felix Morel,14,3ème,Physique,Manon Dupont,18.3,Excellent (A),93.3,17,7,2,20,14436,41,Bon,Moyen,839,26955,10383,14329,27.0,93,59,66,63,Oui,Non,Non
EDU000104,2023-10-22,2025-2026,Lycée Victor Hugo,Public,Nice,STU40339,Marie,Bernard,Marie Bernard,18,Terminale,Arts,Felix Vincent,18.1,Excellent (A),89.5,16,4,4,22,19606,43,Mauvais,Bon,1769,24115,78417,12322,28.5,82,94,80,70,Non,Non,Oui
EDU000105,2021-11-21,2021-2022,Lycée Jean Jaurès,Privé,Strasbourg,STU31544,Sophie,Thomas,Sophie Thomas,14,3ème,Informatique,Ines Lefevre,9.2,Insuffisant (E),84.0,6,14,3,34,9683,94,Excellent,Excellent,1445,49961,89748,3321,14.3,97,60,69,55,Oui,Non,Non
EDU000106,2024-01-08,2025-2026,Lycée Voltaire,Privé,Lyon,STU32789,Camille,Bonnet,Camille Bonnet,11,6ème,Musique,Lucas Mercier,14.6,Très bien (B),77.4,3,4,1,20,3020,93,Bon,Bon,1611,31252,107580,4753,21.6,78,44,61,54,Oui,Non,Oui
EDU000107,2024-05-21,2026-2027,Lycée Jean Jaurès,Privé,Edinburgh,STU70423,Jean,Bernard,Jean Bernard,10,6ème,Physique,Ines Lefevre,16.1,Excellent (A),75.7,13,5,3,26,7132,57,Moyen,Mauvais,1408,7270,74431,11670,20.0,98,75,90,53,Oui,Non,Non
EDU000108,2023-06-18,2021-2022,Lycée Marie Curie,Public,Houston,STU81258,Zoe,Lambert,Zoe Lambert,16,Terminale,Arts,Felix Vincent,12.7,Bien (C),97.8,16,10,4,28,6892,41,Moyen,Bon,920,23411,25359,17456,20.6,94,87,74,60,Oui,Oui,Oui
EDU000109,2021-04-18,2026-2027,Lycée Simone de Beauvoir,Public,San Diego,STU85457,Lena,Durand,Lena Durand,17,Terminale,Informatique,Julie Durand,9.9,Insuffisant (E),95.2,11,0,3,38,19468,49,Bon,Mauvais,2065,16505,138564,3243,11.8,77,88,74,51,Non,Oui,Non
EDU000110,2022-02-17,2026-2027,Lycée Victor Schoelcher,Public,Strasbourg,STU33260,Clara,Lefevre,Clara Lefevre,17,Terminale,Mathématiques,Michel Dupont,9.5,Insuffisant (E),77.8,16,11,1,31,13962,77,Excellent,Moyen,2036,26142,45769,7161,24.6,83,90,91,70,Oui,Non,Oui
EDU000111,2022-08-20,2026-2027,Lycée Jean Moulin,Public,Dallas,STU48602,Lea,Moreau,Lea Moreau,11,5ème,Biologie,Michel Dupont,17.5,Excellent (A),98.7,12,1,2,39,11427,91,Bon,Excellent,2832,14217,96813,4549,14.8,80,50,65,90,Non,Non,Oui
EDU000112,2021-06-05,2021-2022,Lycée Simone de Beauvoir,Public,Strasbourg,STU24160,Hugo,Leroy,Hugo Leroy,15,1ère,Mathématiques,Nicolas Martinez,11.9,Moyen (D),85.4,12,11,5,32,4323,93,Mauvais,Bon,1466,34575,29322,3094,15.9,80,56,66,54,Non,Oui,Non
EDU000113,2021-09-17,2020-2021,Lycée Marie Curie,Public,Leeds,STU90431,Clara,Morel,Clara Morel,15,3ème,Mathématiques,Ines Lefevre,17.1,Excellent (A),97.2,5,1,1,30,7735,52,Mauvais,Moyen,1953,24490,72271,5142,11.0,88,75,91,59,Oui,Non,Oui
EDU000114,2026-01-20,2022-2023,Lycée Nelson Mandela,Privé,Marseille,STU13373,Julie,Thomas,Julie Thomas,11,5ème,Chimie,Emma Laurent,17.7,Excellent (A),77.9,12,15,4,28,3986,81,Mauvais,Bon,2319,29998,106836,8113,18.9,78,68,89,66,Oui,Non,Oui
EDU000115,2021-10-02,2025-2026,Lycée Marie Curie,Public,Glasgow,STU55061,Marie,Andre,Marie Andre,18,Terminale,Arts,Raphael Francois,10.3,Moyen (D),88.1,17,15,5,27,16606,59,Excellent,Mauvais,942,37905,145480,6831,12.4,94,78,71,60,Oui,Oui,Oui
EDU000116,2025-07-20,2020-2021,Lycée Victor Hugo,Public,Houston,STU92211,Julie,Bonnet,Julie Bonnet,13,5ème,Sciences,Antoine Michel,17.1,Excellent (A),97.9,2,2,4,37,14020,75,Moyen,Moyen,2928,35025,13241,19123,25.6,73,66,69,59,Oui,Oui,Oui
EDU000117,2024-07-10,2024-2025,Lycée Simone de Beauvoir,Public,Sheffield,STU44620,Rose,Garcia,Rose Garcia,15,3ème,Sport,Raphael Francois,14.1,Très bien (B),75.9,8,12,2,39,14163,42,Mauvais,Moyen,1773,8230,134575,10800,27.9,70,61,79,69,Non,Non,Oui
EDU000118,2025-08-20,2022-2023,Lycée Albert Einstein,Privé,Nice,STU52056,Lena,Bonnet,Lena Bonnet,14,4ème,Arts,Zoe Legrand,15.1,Très bien (B),80.3,13,15,5,31,2841,72,Bon,Excellent,2074,38213,115744,6444,25.6,86,76,61,61,Oui,Oui,Oui
EDU000119,2021-03-27,2023-2024,Lycée Albert Einstein,Privé,Lyon,STU36097,David,Laurent,David Laurent,13,4ème,Musique,Lucas Mercier,14.2,Très bien (B),78.1,0,7,3,35,15617,51,Mauvais,Moyen,2210,15716,77806,4961,15.7,82,43,70,86,Oui,Oui,Oui
EDU000120,2025-04-05,2022-2023,Lycée Jean Moulin,Public,Strasbourg,STU99417,Ines,Martin,Ines Martin,11,6ème,Histoire-Géographie,Arthur Girard,9.7,Insuffisant (E),95.0,7,8,5,29,10023,67,Mauvais,Moyen,2680,21514,67202,17292,16.0,86,79,85,87,Oui,Oui,Non
EDU000121,2023-11-02,2024-2025,Lycée Voltaire,Privé,London,STU24169,Antoine,Andre,Antoine Andre,13,3ème,Informatique,Hugo Simon,14.4,Très bien (B),96.5,8,9,2,24,17950,88,Bon,Excellent,2455,48288,93777,6585,24.4,90,71,78,66,Non,Non,Non
EDU000122,2022-10-18,2024-2025,Lycée Montesquieu,Privé,Lyon,STU39145,Clara,Mercier,Clara Mercier,17,1ère,Chimie,Manon Dupont,17.4,Excellent (A),96.1,17,5,3,23,16426,48,Moyen,Bon,2174,47889,33409,9282,17.1,93,59,86,71,Non,Non,Non
EDU000123,2025-12-11,2020-2021,Lycée Alexandre Dumas,Public,Sheffield,STU93151,Lucas,Francois,Lucas Francois,16,2nde,Physique,Jean Bernard,12.4,Bien (C),78.0,12,9,4,21,5940,48,Bon,Moyen,2476,42316,129949,6693,16.3,92,51,65,81,Non,Oui,Non
EDU000124,2025-09-26,2020-2021,Lycée Jean Moulin,Public,Lyon,STU32099,Camille,Petit,Camille Petit,14,2nde,Sport,Jean Bernard,9.3,Insuffisant (E),85.8,13,12,4,35,13560,40,Excellent,Bon,2328,5922,94466,19400,13.8,91,40,75,64,Non,Non,Oui
EDU000125,2024-02-06,2024-2025,Lycée Jean Jaurès,Privé,Chicago,STU15992,Thomas,Dubois,Thomas Dubois,13,4ème,Sport,Lena Fournier,13.2,Bien (C),88.1,13,4,3,35,12771,88,Bon,Bon,2452,6253,69878,9350,24.5,74,53,61,87,Oui,Oui,Non
EDU000126,2021-02-01,2026-2027,Lycée Montesquieu,Privé,London,STU93928,Lea,Martinez,Lea Martinez,14,4ème,Physique,Sophie Martin,13.5,Bien (C),77.7,0,1,1,33,15559,64,Excellent,Moyen,2743,15035,63869,2304,16.0,91,46,93,67,Oui,Non,Oui
EDU000127,2021-12-27,2024-2025,Lycée Voltaire,Privé,Leeds,STU23928,Antoine,Thomas,Antoine Thomas,13,3ème,Physique,Thomas Leroy,16.1,Excellent (A),99.3,11,13,3,25,2291,75,Mauvais,Bon,2768,26666,71474,2089,10.3,72,47,91,59,Oui,Oui,Oui
EDU000128,2025-10-15,2021-2022,Lycée Simone de Beauvoir,Public,London,STU70853,Antoine,Leroy,Antoine Leroy,10,6ème,Musique,Julie Durand,18.1,Excellent (A),84.0,10,13,1,23,2503,40,Bon,Bon,2146,28430,124744,10791,27.6,72,63,81,61,Oui,Non,Non
EDU000129,2024-12-28,2026-2027,Lycée Alexandre Dumas,Public,Bordeaux,STU72684,Anna,Francois,Anna Francois,17,Terminale,Chimie,Julie Durand,9.1,Insuffisant (E),98.6,5,3,4,38,16816,91,Mauvais,Bon,2355,28501,17554,6281,19.7,85,57,86,78,Oui,Oui,Non
EDU000130,2023-03-07,2020-2021,Lycée Jean Moulin,Public,New York,STU54341,Arthur,Francois,Arthur Francois,16,2nde,Biologie,Felix Vincent,14.2,Très bien (B),85.8,7,15,3,40,13611,49,Excellent,Excellent,1442,38132,133021,18247,27.4,72,71,80,65,Non,Non,Oui
EDU000131,2024-11-29,2024-2025,Lycée Voltaire,Privé,Montpellier,STU40801,Lea,Bonnet,Lea Bonnet,11,6ème,Sport,Raphael Francois,12.5,Bien (C),96.4,14,10,1,35,1582,46,Mauvais,Mauvais,946,41512,10044,4978,25.8,89,80,79,82,Oui,Non,Non
EDU000132,2023-03-03,2020-2021,Lycée Thomas Edison,Public,Bristol,STU53512,Adam,David,Adam David,16,2nde,Physique,Manon Dupont,15.0,Très bien (B),86.3,3,7,1,30,12637,93,Moyen,Moyen,1235,8000,53032,18135,12.8,92,66,66,66,Oui,Oui,Oui
EDU000133,2022-10-21,2023-2024,Lycée Nelson Mandela,Privé,Strasbourg,STU24125,Anna,Simon,Anna Simon,17,Terminale,Mathématiques,Arthur Girard,16.8,Excellent (A),86.3,18,4,4,20,18378,87,Excellent,Mauvais,2778,38314,56452,7690,24.6,74,56,84,88,Non,Non,Non
EDU000134,2023-06-14,2025-2026,Lycée Victor Schoelcher,Public,Cardiff,STU54939,Camille,Michel,Camille Michel,13,4ème,Économie,Pierre Petit,9.4,Insuffisant (E),90.1,16,9,5,30,19139,80,Bon,Bon,1658,45905,86173,13314,28.4,74,85,71,82,Non,Oui,Non
EDU000135,2025-05-07,2024-2025,Lycée Voltaire,Privé,Philadelphia,STU79979,Arthur,Mercier,Arthur Mercier,13,4ème,Économie,Michel Dupont,13.2,Bien (C),75.6,4,1,1,26,9748,88,Bon,Moyen,1826,14596,26261,11671,14.1,87,42,82,78,Oui,Oui,Non
EDU000136,2023-11-23,2026-2027,Lycée Albert Einstein,Privé,San Antonio,STU16157,Anna,Andre,Anna Andre,14,3ème,Arts,Anna Roux,12.2,Bien (C),75.3,8,6,5,34,8390,80,Moyen,Bon,1592,24279,127654,7813,29.7,72,51,71,82,Oui,Non,Oui
EDU000137,2023-08-19,2024-2025,Lycée Nelson Mandela,Privé,Bordeaux,STU86544,Sophie,Richard,Sophie Richard,17,Terminale,Mathématiques,Antoine Michel,13.1,Bien (C),98.2,19,1,5,29,17074,90,Moyen,Excellent,2101,39432,67661,8025,20.4,95,82,70,76,Non,Oui,Non
EDU000138,2024-05-22,2021-2022,Lycée Albert Einstein,Privé,Edinburgh,STU48479,Clara,Laurent,Clara Laurent,13,5ème,Philosophie,Manon Dupont,18.0,Excellent (A),95.6,20,0,1,31,15603,55,Bon,Excellent,2114,29993,39720,14644,15.1,93,58,61,83,Non,Non,Non
EDU000139,2022-10-29,2025-2026,Lycée Victor Hugo,Public,Lille,STU20793,Clara,Roux,Clara Roux,10,6ème,Économie,Alice Bonnet,13.3,Bien (C),90.7,6,6,4,23,7736,74,Mauvais,Excellent,1429,6556,130383,12869,10.8,72,43,71,66,Oui,Oui,Non
EDU000140,2025-03-15,2023-2024,Lycée Nelson Mandela,Privé,Chicago,STU12213,Louis,Simon,Louis Simon,15,3ème,Français,Alice Bonnet,8.1,Insuffisant (E),93.0,2,1,1,31,17476,46,Moyen,Moyen,1154,23449,124734,14498,17.9,91,41,90,60,Oui,Oui,Non
EDU000141,2022-04-14,2025-2026,Lycée Voltaire,Privé,Lille,STU94926,Antoine,Andre,Antoine Andre,12,4ème,Philosophie,Alice Bonnet,9.4,Insuffisant (E),76.0,18,12,5,37,3789,59,Bon,Moyen,1667,32043,144362,6667,13.2,77,79,76,62,Oui,Oui,Oui
EDU000142,2021-06-27,2025-2026,Lycée Voltaire,Privé,Phoenix,STU18829,Antoine,Andre,Antoine Andre,12,4ème,Langues,Lena Fournier,13.8,Bien (C),98.8,11,4,2,23,10343,79,Excellent,Bon,2101,36841,128134,12759,22.3,79,84,69,86,Non,Non,Non
EDU000143,2023-06-06,2022-2023,Lycée Marie Curie,Public,Paris,STU93995,Maxime,Durand,Maxime Durand,14,3ème,Musique,Camille Garcia,10.6,Moyen (D),96.9,14,14,3,29,16957,75,Excellent,Bon,1135,23390,46700,19649,13.9,93,80,64,54,Oui,Oui,Non
EDU000144,2023-08-04,2020-2021,Lycée Victor Schoelcher,Public,Strasbourg,STU80736,Jules,Martinez,Jules Martinez,15,3ème,Économie,Pierre Petit,11.7,Moyen (D),80.6,18,9,2,34,17420,72,Excellent,Mauvais,2290,37910,12776,9827,27.0,95,79,70,82,Oui,Non,Oui
EDU000145,2022-04-22,2024-2025,Lycée Marie Curie,Public,Dallas,STU73373,Felix,Mercier,Felix Mercier,12,4ème,Langues,Manon Dupont,10.3,Moyen (D),81.6,7,1,2,36,12837,64,Mauvais,Mauvais,990,7615,94953,5382,24.1,86,80,77,66,Oui,Non,Non
EDU000146,2021-07-16,2025-2026,Lycée Thomas Edison,Public,Dallas,STU59326,Ines,Leroy,Ines Leroy,13,5ème,Arts,Camille Garcia,17.0,Excellent (A),94.8,19,0,5,24,15414,50,Bon,Excellent,2907,47170,83612,8930,13.0,75,63,67,64,Non,Non,Oui
EDU000147,2026-01-15,2023-2024,Lycée Alexandre Dumas,Public,Manchester,STU31134,Julie,Fournier,Julie Fournier,16,1ère,Mathématiques,Clara Moreau,8.2,Insuffisant (E),90.7,1,4,1,25,9462,51,Mauvais,Excellent,1961,10619,66778,16719,22.1,85,70,70,64,Non,Oui,Oui
EDU000148,2023-08-20,2024-2025,Lycée Victor Schoelcher,Public,Manchester,STU99861,Thomas,Mercier,Thomas Mercier,13,4ème,Physique,Raphael Francois,8.6,Insuffisant (E),78.3,0,6,5,36,14755,92,Bon,Excellent,1526,36186,20233,19413,20.1,73,45,90,58,Oui,Non,Non
EDU000149,2025-06-24,2020-2021,Lycée Thomas Edison,Public,Sheffield,STU73192,Nicolas,Lambert,Nicolas Lambert,17,Terminale,Informatique,Raphael Francois,16.9,Excellent (A),95.9,18,3,4,24,9340,70,Bon,Excellent,1960,44209,117124,10447,13.8,92,50,93,57,Oui,Non,Oui
EDU000150,2025-04-02,2022-2023,Lycée Montesquieu,Privé,Liverpool,STU30287,Hugo,Thomas,Hugo Thomas,15,3ème,Physique,Hugo Simon,10.6,Moyen (D),89.1,19,8,4,26,14540,75,Mauvais,Bon,2316,41640,136814,10315,29.8,88,62,85,58,Oui,Oui,Non
EDU000151,2023-01-27,2020-2021,Lycée Montesquieu,Privé,Nantes,STU54359,Ines,Michel,Ines Michel,18,Terminale,Physique,Felix Vincent,13.8,Bien (C),90.9,2,4,4,39,15266,45,Excellent,Moyen,1708,29303,30981,3237,24.5,82,89,93,68,Oui,Oui,Non
EDU000152,2026-06-24,2021-2022,Lycée Alexandre Dumas,Public,Paris,STU14405,Antoine,Petit,Antoine Petit,18,Terminale,Philosophie,Gabriel Lambert,15.2,Très bien (B),91.9,11,7,1,25,3845,57,Mauvais,Moyen,2418,31571,62510,18965,10.3,92,54,65,85,Non,Non,Non
EDU000153,2022-11-06,2024-2025,Lycée Simone de Beauvoir,Public,Montpellier,STU62947,Manon,Legrand,Manon Legrand,14,2nde,Sciences,Julie Durand,12.1,Bien (C),77.7,2,9,3,23,17819,56,Moyen,Mauvais,2344,41907,136780,9971,25.1,94,69,89,87,Oui,Non,Oui
EDU000154,2023-02-20,2023-2024,Lycée Simone de Beauvoir,Public,Marseille,STU40137,Arthur,Lefevre,Arthur Lefevre,17,Terminale,Arts,Camille Garcia,13.5,Bien (C),81.2,2,12,3,22,19171,51,Mauvais,Moyen,2248,19323,80536,7989,28.9,91,62,91,62,Oui,Oui,Non
EDU000155,2023-06-20,2021-2022,Lycée Albert Einstein,Privé,Montpellier,STU56665,Julia,Morel,Julia Morel,11,5ème,Français,Jean Bernard,14.8,Très bien (B),91.6,19,0,5,21,16803,63,Moyen,Mauvais,1925,37165,57938,18748,15.6,77,76,68,53,Non,Non,Oui
EDU000156,2022-08-17,2023-2024,Lycée Voltaire,Privé,Los Angeles,STU77922,Manon,Thomas,Manon Thomas,14,3ème,Biologie,Michel Dupont,8.1,Insuffisant (E),80.3,18,3,3,31,9509,51,Moyen,Bon,1903,35890,99940,13990,13.7,83,53,86,73,Non,Non,Non
EDU000157,2022-02-20,2024-2025,Lycée Alexandre Dumas,Public,Nantes,STU39958,Alice,Andre,Alice Andre,16,Terminale,Biologie,Hugo Simon,16.2,Excellent (A),96.4,6,4,2,35,1319,51,Mauvais,Mauvais,1350,46330,145530,19497,24.4,95,81,79,66,Oui,Non,Oui
EDU000158,2023-01-31,2020-2021,Lycée Montesquieu,Privé,Nantes,STU72460,Julia,Leroy,Julia Leroy,18,Terminale,Français,Lucas Mercier,15.0,Très bien (B),84.0,17,8,3,20,14492,47,Moyen,Bon,1514,23652,103089,12652,23.5,85,78,65,74,Non,Non,Oui
EDU000159,2024-06-13,2026-2027,Lycée Marie Curie,Public,London,STU90256,Louis,Girard,Louis Girard,15,2nde,Musique,Jean Bernard,9.6,Insuffisant (E),82.8,20,9,3,39,13958,57,Mauvais,Moyen,2933,34510,118524,7482,13.7,70,48,75,66,Oui,Oui,Oui
EDU000160,2021-05-20,2020-2021,Lycée Nelson Mandela,Privé,Toulouse,STU72021,David,Martinez,David Martinez,14,2nde,Mathématiques,Nicolas Martinez,13.7,Bien (C),77.6,19,4,1,40,13774,59,Bon,Bon,1963,34042,43138,6301,20.5,75,41,62,72,Non,Non,Non
EDU000161,2025-08-28,2022-2023,Lycée Voltaire,Privé,Cardiff,STU80685,Sophie,Lefevre,Sophie Lefevre,13,5ème,Physique,Lucas Mercier,14.4,Très bien (B),89.1,16,9,3,35,18683,54,Excellent,Mauvais,2061,28971,118056,10513,13.1,70,40,93,58,Non,Non,Non
EDU000162,2026-03-08,2025-2026,Lycée Voltaire,Privé,Paris,STU49270,Lena,Bertrand,Lena Bertrand,11,6ème,Économie,Emma Laurent,14.0,Très bien (B),94.9,17,11,2,33,19368,67,Mauvais,Bon,1468,47335,112163,14398,14.4,72,67,75,83,Non,Non,Non
EDU000163,2021-06-08,2026-2027,Lycée Nelson Mandela,Privé,Strasbourg,STU47957,Thomas,Robert,Thomas Robert,12,6ème,Sport,Zoe Legrand,12.5,Bien (C),92.5,15,6,3,20,5985,43,Excellent,Bon,1218,23488,80567,6097,24.3,93,40,74,55,Oui,Oui,Non
EDU000164,2024-02-29,2023-2024,Lycée Albert Einstein,Privé,New York,STU75325,Maxime,Lambert,Maxime Lambert,13,4ème,Biologie,Sophie Martin,11.3,Moyen (D),96.1,4,1,3,32,3339,74,Mauvais,Bon,1587,21389,110028,2413,12.4,94,85,75,74,Non,Oui,Oui
EDU000165,2021-09-20,2025-2026,Lycée Albert Einstein,Privé,Phoenix,STU37321,Ines,Andre,Ines Andre,14,3ème,Chimie,Emma Laurent,17.0,Excellent (A),93.2,17,3,3,35,10791,52,Moyen,Excellent,1692,12400,71857,16226,16.5,75,57,67,75,Oui,Oui,Oui
EDU000166,2025-12-30,2025-2026,Lycée Victor Schoelcher,Public,Liverpool,STU30315,Anna,Morel,Anna Morel,12,4ème,Langues,Julie Durand,13.0,Bien (C),92.1,10,1,1,31,6043,84,Excellent,Bon,2798,20248,93031,13380,26.1,84,52,61,74,Non,Oui,Non
EDU000167,2025-07-29,2025-2026,Lycée Victor Hugo,Public,Philadelphia,STU81137,Jules,Moreau,Jules Moreau,16,1ère,Langues,Raphael Francois,9.6,Insuffisant (E),93.3,8,5,1,36,6079,68,Moyen,Moyen,2303,34758,10188,18579,17.6,75,41,83,89,Oui,Non,Oui
EDU000168,2025-01-05,2026-2027,Lycée Jean Moulin,Public,San Diego,STU99551,Julie,Roux,Julie Roux,15,3ème,Histoire-Géographie,Zoe Legrand,10.8,Moyen (D),85.2,10,3,1,36,3184,42,Bon,Bon,928,18243,38063,17904,13.8,71,76,84,81,Non,Oui,Non
EDU000169,2021-06-18,2025-2026,Lycée Albert Einstein,Privé,Austin,STU37359,Emma,Legrand,Emma Legrand,16,1ère,Musique,Jean Bernard,13.8,Bien (C),93.6,13,11,1,39,9710,73,Excellent,Excellent,2044,10107,66596,19022,11.9,93,54,94,74,Oui,Oui,Oui
EDU000170,2025-04-28,2021-2022,Lycée Victor Schoelcher,Public,London,STU93705,Felix,Thomas,Felix Thomas,15,2nde,Chimie,Lucas Mercier,15.0,Très bien (B),77.6,5,12,5,30,6183,74,Mauvais,Moyen,2090,41050,95106,14180,18.2,90,67,80,88,Oui,Oui,Non
EDU000171,2023-07-08,2025-2026,Lycée Voltaire,Privé,Cardiff,STU68654,Hugo,David,Hugo David,13,3ème,Biologie,Sophie Martin,17.8,Excellent (A),89.9,16,4,3,20,10841,54,Bon,Moyen,888,23085,144026,7069,11.9,84,62,69,58,Non,Non,Oui
EDU000172,2024-01-14,2026-2027,Lycée Albert Einstein,Privé,Bordeaux,STU62402,Marie,Fournier,Marie Fournier,14,2nde,Biologie,Jean Bernard,15.2,Très bien (B),94.8,5,15,5,23,10843,42,Mauvais,Excellent,1029,26914,101207,16231,18.3,97,47,74,88,Oui,Non,Oui
EDU000173,2024-03-31,2020-2021,Lycée Simone de Beauvoir,Public,San Antonio,STU29605,Jules,Fournier,Jules Fournier,14,4ème,Biologie,Clara Moreau,9.5,Insuffisant (E),91.8,12,14,5,38,17538,45,Bon,Mauvais,1986,30842,48800,6331,16.7,85,76,63,85,Non,Non,Oui
EDU000174,2022-02-17,2023-2024,Lycée Nelson Mandela,Privé,San Antonio,STU73035,Lena,Robert,Lena Robert,14,2nde,Sport,Nicolas Martinez,14.5,Très bien (B),79.9,19,7,2,22,9724,89,Mauvais,Moyen,1166,12374,118418,15878,17.3,76,60,82,88,Oui,Non,Oui
EDU000175,2025-08-17,2026-2027,Lycée Thomas Edison,Public,Austin,STU67732,Raphael,Robert,Raphael Robert,10,6ème,Langues,Anna Roux,11.7,Moyen (D),93.9,2,3,1,27,5839,95,Moyen,Excellent,2206,12292,89984,16747,19.4,80,53,94,63,Oui,Non,Non
